Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
152.539   215.1 152.539   259.9
152.734   274.1 152.734   309.1
152.930   317.4 152.930   346.3
153.125   365.5 153.125   390.4
153.320   386.4 153.320   409.0
153.516   428.3 153.516   441.6
153.711   443.2 153.711   457.7
153.906   470.9 153.906   471.3
154.102   478.1 154.102   477.4
154.297   484.1 154.297   479.1
154.492   484.9 154.492   476.0
154.688   474.4 154.688   458.6
154.883   467.7 154.883   448.3
155.078   437.3 155.078   407.0
155.273   414.7 155.273   383.0
155.469   376.7 155.469   332.5
155.664   351.6 155.664   314.4
155.859   286.5 155.859   235.9
156.055   251.0 156.055   200.0
156.250   177.0 156.250   117.0
156.445   140.4 156.445    87.4
156.641    69.2 156.641     4.2
156.836    12.8 156.836   -40.6
157.031   -78.5 157.031  -132.0
157.227  -119.5 157.227  -166.3
157.422  -200.6 157.422  -254.6
157.617  -243.0 157.617  -283.5
157.812  -305.0 157.812  -350.8
158.008  -336.2 158.008  -375.7
158.203  -389.6 158.203  -423.0
158.398  -420.6 158.398  -442.6
158.594  -466.1 158.594  -485.4
158.789  -475.6 158.789  -489.9
158.984  -499.9 158.984  -499.9
159.180  -499.9 159.180  -499.9
159.375  -499.9 159.375  -499.9
159.570  -499.9 159.570  -499.9
159.766  -499.2 159.766  -477.5
159.961  -482.9 159.961  -458.6
160.156  -450.5 160.156  -416.1
160.352  -431.4 160.352  -393.8
160.547  -373.0 160.547  -329.4
160.742  -336.2 160.742  -292.3
160.938  -257.0 160.938  -205.3
161.133  -231.4 161.133  -179.2
161.328  -151.4 161.328   -95.9
161.523  -101.9 161.523   -48.3
161.719   -17.0 161.719    35.8
161.914    20.6 161.914    71.2
162.109   102.1 162.109   150.2
162.305   144.5 162.305   191.0
162.500   231.7 162.500   272.1
162.695   255.8 162.695   294.0
162.891   314.0 162.891   348.4
163.086   347.7 163.086   375.3
163.281   399.2 163.281   419.2
163.477   419.4 163.477   436.3
163.672   448.9 163.672   460.0
163.867   463.2 163.867   471.3
164.062   480.3 164.062   480.1
164.258   483.4 164.258   480.7
164.453   483.7 164.453   473.8
164.648   479.1 164.648   464.4
164.844   462.4 164.844   438.4
165.039   451.3 165.039   426.1
165.234   420.7 165.234   387.3
165.430   396.8 165.430   360.2
165.625   338.7 165.625   290.8
165.820   321.4 165.820   275.5
166.016   248.7 166.016   189.0
166.211   199.4 166.211   152.9
166.406   120.4 166.406    65.2
166.602    92.5 166.602    34.3
166.797    12.4 166.797   -45.7
166.992   -35.0 166.992   -91.6
167.188  -128.0 167.188  -184.7
167.383  -157.5 167.383  -209.5
167.578  -232.2 167.578  -280.7
167.773  -262.3 167.773  -300.4
167.969  -328.3 167.969  -372.8
168.164  -366.0 168.164  -400.2
168.359  -418.5 168.359  -444.8
168.555  -442.1 168.555  -461.6
168.750  -479.5 168.750  -493.5
168.945  -487.8 168.945  -499.9
169.141  -499.9 169.141  -499.9
169.336  -499.9 169.336  -499.9
169.531  -499.9 169.531  -499.9
169.727  -499.9 169.727  -491.7
169.922  -487.2 169.922  -462.6
170.117  -464.2 170.117  -432.7
170.312  -423.1 170.312  -385.8
170.508  -397.7 170.508  -356.6
170.703  -339.6 170.703  -289.9
170.898  -302.3 170.898  -253.6
171.094  -230.0 171.094  -173.1
171.289  -190.8 171.289  -135.5
171.484  -109.1 171.484   -54.1
171.680   -62.2 171.680   -10.4
171.875    27.1 171.875    83.3
172.070    63.9 172.070   112.3
172.266   148.9 172.266   195.6
172.461   189.0 172.461   234.3
172.656   256.6 172.656   295.4
172.852   290.5 172.852   320.5
173.047   344.2 173.047   375.7
173.242   368.5 173.242   392.5
173.438   419.7 173.438   435.4
173.633   433.2 173.633   445.5
173.828   459.8 173.828   466.1
174.023   470.9 174.023   475.5
174.219   482.5 174.219   476.6
174.414   485.4 174.414   478.7
174.609   478.1 174.609   462.6
174.805   472.9 174.805   456.3
175.000   450.9 175.000   426.1
175.195   435.8 175.195   406.5
175.391   407.2 175.391   367.8
175.586   382.6 175.586   344.7
175.781   311.6 175.781   262.0
175.977   277.0 175.977   227.1
176.172   197.5 176.172   145.6
176.367   166.2 176.367   109.3
176.562    75.6 176.562    18.0
176.758    46.7 176.758    -4.7
176.953   -44.6 176.953  -105.0
177.148   -79.0 177.148  -132.0
177.344  -176.1 177.344  -227.5
177.539  -209.4 177.539  -257.8
177.734  -277.7 177.734  -324.9
177.930  -319.1 177.930  -356.1
178.125  -382.5 178.125  -412.1
178.320  -401.7 178.320  -430.4
178.516  -445.2 178.516  -470.3
178.711  -466.1 178.711  -484.7
178.906  -497.5 178.906  -499.9
179.102  -499.9 179.102  -499.9
179.297  -499.9 179.297  -499.9
179.492  -499.9 179.492  -499.9
179.688  -499.9 179.688  -488.9
179.883  -497.9 179.883  -473.3
180.078  -467.8 180.078  -436.9
180.273  -442.3 180.273  -410.1
180.469  -393.9 180.469  -351.9
180.664  -363.3 180.664  -317.7
180.859  -298.1 180.859  -248.8
181.055  -255.0 181.055  -201.1
181.250  -170.7 181.250  -111.5
181.445  -138.4 181.445   -85.9
181.641   -47.6 181.641     3.2
181.836    -9.9 181.836    44.0
182.031    73.0 182.031   125.0
182.227   111.0 182.227   155.1
182.422   188.9 182.422   231.2
182.617   228.6 182.617   273.6
182.812   297.8 182.812   330.2
183.008   323.8 183.008   352.2
183.203   379.2 183.203   398.5
183.398   399.0 183.398   420.0
183.594   439.8 183.594   453.1
183.789   453.3 183.789   460.9
183.984   474.8 183.984   475.0
184.180   481.6 184.180   480.3
184.375   485.2 184.375   473.9
184.570   485.0 184.570   474.2
184.766   474.2 184.766   456.2
184.961   461.0 184.961   439.9
185.156   427.3 185.156   396.6
185.352   412.3 185.352   379.1
185.547   366.5 185.547   325.3
185.742   336.0 185.742   290.7
185.938   264.7 185.938   212.0
186.133   235.4 186.133   184.9
186.328   165.6 186.328   107.5
186.523   121.5 186.523    69.7
186.719    28.4 186.719   -29.4
186.914     3.0 186.914   -55.0
187.109   -84.0 187.109  -135.9
187.305  -131.1 187.305  -185.2
187.500  -207.4 187.500  -258.9
187.695  -237.0 187.695  -282.0
187.891  -314.3 187.891  -352.2
188.086  -347.5 188.086  -375.9
188.281  -399.1 188.281  -428.3
188.477  -422.7 188.477  -446.8
188.672  -463.6 188.672  -482.3
188.867  -479.6 188.867  -495.3
189.062  -499.9 189.062  -499.9
189.258  -499.9 189.258  -499.9
189.453  -499.9 189.453  -499.9
189.648  -499.9 189.648  -498.0
189.844  -496.3 189.844  -473.3
190.039  -481.0 190.039  -454.5
190.234  -443.5 190.234  -410.0
190.430  -415.2 190.430  -379.1
190.625  -362.6 190.625  -317.6
190.820  -326.7 190.820  -282.2
191.016  -252.9 191.016  -198.8
191.211  -208.7 191.211  -150.5
191.406  -129.1 191.406   -72.3
191.602   -89.7 191.602   -38.2
191.797    -7.2 191.797    47.7
191.992    41.2 191.992    92.6
192.188   123.0 192.188   171.6
192.383   161.6 192.383   203.4
192.578   223.1 192.578   263.7
192.773   257.3 192.773   294.9
192.969   332.0 192.969   362.9
193.164   354.0 193.164   380.6
193.359   401.5 193.359   422.3
193.555   425.6 193.555   440.7
193.750   452.2 193.750   462.7
193.945   466.4 193.945   472.4
194.141   483.2 194.141   482.1
194.336   485.7 194.336   480.0
194.531   481.5 194.531   469.4
194.727   476.0 194.727   462.3
194.922   455.4 194.922   430.0
195.117   441.7 195.117   415.4
195.312   404.1 195.312   368.2
195.508   387.6 195.508   350.3
195.703   330.9 195.703   285.4
195.898   299.2 195.898   258.4
196.094   223.2 196.094   170.6
196.289   196.1 196.289   143.7
196.484   123.2 196.484    70.6
196.680    68.8 196.680    18.9
196.875   -24.5 196.875   -79.9
197.070   -51.6 197.070  -111.2
197.266  -130.7 197.266  -182.9
197.461  -182.4 197.461  -228.0
197.656  -253.2 197.656  -293.1
197.852  -274.1 197.852  -321.1
198.047  -347.5 198.047  -388.5
198.242  -390.6 198.242  -422.0
198.438  -447.7 198.438  -470.8
198.633  -462.1 198.633  -481.6
198.828  -499.8 198.828  -499.9
199.023  -499.9 199.023  -499.9
199.219  -499.9 199.219  -499.9
199.414  -499.9 199.414  -499.9
199.609  -499.9 199.609  -499.9
199.805  -499.9 199.805  -499.9
Event #1 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -451.3   0.000  -413.8
  0.195  -391.5   0.195  -349.8
  0.391  -356.9   0.391  -309.9
  0.586  -284.7   0.586  -229.8
  0.781  -248.5   0.781  -196.2
  0.977  -178.8   0.977  -123.5
  1.172  -128.9   1.172   -77.3
  1.367   -37.3   1.367    17.7
  1.562    -3.8   1.562    48.6
  1.758    68.2   1.758   119.0
  1.953   116.5   1.953   164.7
  2.148   197.4   2.148   243.1
  2.344   222.2   2.344   263.8
  2.539   293.9   2.539   332.9
  2.734   333.2   2.734   357.5
  2.930   382.5   2.930   404.3
  3.125   398.8   3.125   420.9
  3.320   433.0   3.320   447.2
  3.516   451.9   3.516   461.7
  3.711   472.7   3.711   475.6
  3.906   478.3   3.906   478.3
  4.102   483.8   4.102   476.3
  4.297   482.0   4.297   472.4
  4.492   470.2   4.492   451.8
  4.688   459.6   4.688   438.2
  4.883   431.5   4.883   400.4
  5.078   410.3   5.078   379.5
  5.273   362.4   5.273   322.2
  5.469   340.5   5.469   294.5
  5.664   278.6   5.664   227.7
  5.859   246.1   5.859   188.1
  6.055   166.9   6.055   107.7
  6.250   122.1   6.250    71.2
  6.445    36.0   6.445   -26.2
  6.641   -16.0   6.641   -71.1
  6.836  -100.0   6.836  -151.8
  7.031  -134.5   7.031  -183.8
  7.227  -209.0   7.227  -261.2
  7.422  -245.9   7.422  -289.8
  7.617  -313.9   7.617  -357.4
  7.812  -345.5   7.812  -382.6
  8.008  -400.6   8.008  -430.4
  8.203  -425.1   8.203  -448.0
  8.398  -469.7   8.398  -490.2
  8.594  -481.4   8.594  -495.5
  8.789  -499.9   8.789  -499.9
  8.984  -499.9   8.984  -499.9
  9.180  -499.9   9.180  -499.9
  9.375  -499.9   9.375  -499.9
  9.570  -497.2   9.570  -476.7
  9.766  -484.9   9.766  -457.9
  9.961  -441.7   9.961  -407.4
 10.156  -422.3  10.156  -385.9
 10.352  -363.4  10.352  -320.7
 10.547  -327.9  10.547  -276.0
 10.742  -251.3  10.742  -203.3
 10.938  -211.9  10.938  -162.4
 11.133  -130.2  11.133   -74.5
 11.328   -82.8  11.328   -29.0
 11.523     1.4  11.523    49.9
 11.719    40.5  11.719    94.3
 11.914   124.2  11.914   173.0
 12.109   163.6  12.109   207.0
 12.305   232.4  12.305   273.7
 12.500   266.9  12.500   304.4
 12.695   331.8  12.695   358.1
 12.891   353.6  12.891   382.3
 13.086   405.5  13.086   424.5
 13.281   419.5  13.281   434.6
 13.477   454.2  13.477   464.7
 13.672   463.2  13.672   468.6
 13.867   480.5  13.867   478.5
 14.062   483.9  14.062   479.2
 14.258   480.0  14.258   468.2
 14.453   474.4  14.453   459.3
 14.648   450.4  14.648   426.5
 14.844   439.7  14.844   412.2
 15.039   406.3  15.039   370.5
 15.234   379.2  15.234   338.7
 15.430   316.3  15.430   273.3
 15.625   292.7  15.625   243.8
 15.820   222.3  15.820   164.2
 16.016   177.5  16.016   120.4
 16.211    94.9  16.211    42.8
 16.406    63.2  16.406    11.3
 16.602   -22.1  16.602   -73.0
 16.797   -67.0  16.797  -113.7
 16.992  -141.2  16.992  -196.5
 17.188  -176.8  17.188  -227.2
 17.383  -253.6  17.383  -299.7
 17.578  -291.7  17.578  -332.1
 17.773  -362.3  17.773  -401.0
 17.969  -378.3  17.969  -408.3
 18.164  -435.2  18.164  -457.7
 18.359  -448.8  18.359  -470.7
 18.555  -485.7  18.555  -499.3
 18.750  -496.4  18.750  -499.9
 18.945  -499.9  18.945  -499.9
 19.141  -499.9  19.141  -499.9
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -486.1
 19.727  -480.3  19.727  -453.2
 19.922  -459.4  19.922  -427.5
 20.117  -412.5  20.117  -370.7
 20.312  -383.7  20.312  -343.6
 20.508  -319.8  20.508  -275.3
 20.703  -278.3  20.703  -227.4
 20.898  -202.3  20.898  -153.7
 21.094  -171.6  21.094  -114.6
 21.289   -85.5  21.289   -32.0
 21.484   -36.0  21.484    13.9
 21.680    51.3  21.680   101.4
 21.875    83.9  21.875   134.5
 22.070   159.4  22.070   202.0
 22.266   200.1  22.266   242.4
 22.461   276.3  22.461   312.2
 22.656   302.6  22.656   334.7
 22.852   352.6  22.852   377.9
 23.047   382.1  23.047   402.3
 23.242   428.3  23.242   442.2
 23.438   438.1  23.438   452.4
 23.633   466.6  23.633   470.8
 23.828   477.0  23.828   479.3
 24.023   485.2  24.023   480.6
 24.219   485.4  24.219   477.6
 24.414   476.7  24.414   460.2
 24.609   468.0  24.609   449.1
 24.805   444.7  24.805   415.9
 25.000   425.3  25.000   394.3
 25.195   382.3  25.195   343.9
 25.391   356.2  25.391   312.3
 25.586   296.5  25.586   248.5
 25.781   264.8  25.781   217.8
 25.977   185.3  25.977   123.9
 26.172   141.3  26.172    92.7
 26.367    64.2  26.367     2.6
 26.562    20.9  26.562   -33.3
 26.758   -61.3  26.758  -116.4
 26.953  -107.1  26.953  -152.4
 27.148  -180.7  27.148  -232.1
 27.344  -221.0  27.344  -264.7
 27.539  -291.5  27.539  -336.9
 27.734  -328.9  27.734  -369.1
 27.930  -387.0  27.930  -421.5
 28.125  -410.7  28.125  -436.4
 28.320  -454.1  28.320  -476.6
 28.516  -473.7  28.516  -490.3
 28.711  -499.9  28.711  -499.9
 28.906  -499.9  28.906  -499.9
 29.102  -499.9  29.102  -499.9
 29.297  -499.9  29.297  -499.9
 29.492  -499.9  29.492  -484.6
 29.688  -493.9  29.688  -470.4
 29.883  -459.4  29.883  -426.8
 30.078  -432.5  30.078  -396.5
 30.273  -378.1  30.273  -335.0
 30.469  -345.2  30.469  -298.4
 30.664  -276.6  30.664  -223.0
 30.859  -230.9  30.859  -179.3
 31.055  -164.1  31.055  -106.3
 31.250  -119.1  31.250   -64.6
 31.445   -29.5  31.445    23.7
 31.641    16.8  31.641    65.1
 31.836    99.0  31.836   148.9
 32.031   130.6  32.031   176.3
 32.227   209.0  32.227   248.8
 32.422   246.0  32.422   278.0
 32.617   312.8  32.617   342.9
 32.812   336.1  32.812   364.3
 33.008   383.3  33.008   401.9
 33.203   409.8  33.203   426.3
 33.398   447.1  33.398   456.5
 33.594   456.1  33.594   466.6
 33.789   475.8  33.789   476.6
 33.984   483.0  33.984   481.3
 34.180   483.4  34.180   474.7
 34.375   481.3  34.375   470.5
 34.570   467.9  34.570   447.0
 34.766   451.1  34.766   426.7
 34.961   413.4  34.961   379.0
 35.156   398.3  35.156   362.3
 35.352   347.1  35.352   303.3
 35.547   310.8  35.547   266.5
 35.742   247.9  35.742   193.8
 35.938   216.2  35.938   161.4
 36.133   137.9  36.133    74.6
 36.328    94.7  36.328    39.0
 36.523     2.6  36.523   -57.9
 36.719   -20.4  36.719   -76.9
 36.914  -101.1  36.914  -160.2
 37.109  -155.1  37.109  -203.8
 37.305  -229.9  37.305  -276.9
 37.500  -257.8  37.500  -304.1
 37.695  -330.4  37.695  -370.5
 37.891  -370.3  37.891  -403.9
 38.086  -418.3  38.086  -444.4
 38.281  -441.2  38.281  -462.0
 38.477  -474.7  38.477  -493.9
 38.672  -487.2  38.672  -497.3
 38.867  -499.9  38.867  -499.9
 39.062  -499.9  39.062  -499.9
 39.258  -499.9  39.258  -499.9
 39.453  -499.9  39.453  -493.7
 39.648  -488.3  39.648  -461.9
 39.844  -472.7  39.844  -444.8
 40.039  -426.7  40.039  -388.6
 40.234  -399.2  40.234  -353.6
 40.430  -334.8  40.430  -284.3
 40.625  -313.5  40.625  -262.4
 40.820  -230.2  40.820  -180.8
 41.016  -178.5  41.016  -122.4
 41.211   -99.8  41.211   -47.6
 41.406   -62.8  41.406   -11.0
 41.602    19.5  41.602    76.8
 41.797    65.2  41.797   114.9
 41.992   138.8  41.992   186.2
 42.188   174.1  42.188   218.7
 42.383   252.4  42.383   288.8
 42.578   294.8  42.578   330.2
 42.773   349.4  42.773   376.0
 42.969   373.5  42.969   396.9
 43.164   415.4  43.164   433.6
 43.359   435.1  43.359   447.4
 43.555   462.4  43.555   468.8
 43.750   471.3  43.750   475.4
 43.945   482.1  43.945   479.4
 44.141   484.4  44.141   478.1
 44.336   475.4  44.336   460.8
 44.531   471.4  44.531   453.1
 44.727   449.4  44.727   424.0
 44.922   428.6  44.922   400.2
 45.117   384.2  45.117   342.7
 45.312   367.5  45.312   326.9
 45.508   300.5  45.508   253.2
 45.703   270.0  45.703   218.6
 45.898   192.8  45.898   137.7
 46.094   165.6  46.094   115.2
 46.289    84.1  46.289    26.0
 46.484    41.6  46.484    -9.8
 46.680   -59.3  46.680  -113.5
 46.875   -91.0  46.875  -141.7
 47.070  -160.3  47.070  -212.0
 47.266  -215.6  47.266  -258.4
 47.461  -288.6  47.461  -331.7
 47.656  -308.2  47.656  -346.8
 47.852  -372.5  47.852  -408.0
 48.047  -397.2  48.047  -425.5
 48.242  -442.7  48.242  -468.4
 48.438  -464.3  48.438  -484.5
 48.633  -491.3  48.633  -499.9
 48.828  -499.9  48.828  -499.9
 49.023  -499.9  49.023  -499.9
 49.219  -499.9  49.219  -499.9
 49.414  -499.9  49.414  -489.3
 49.609  -497.2  49.609  -475.7
 49.805  -467.5  49.805  -439.7
 50.000  -447.3  50.000  -413.8
 50.195  -399.9  50.195  -358.2
 50.391  -358.0  50.391  -313.0
 50.586  -294.1  50.586  -244.5
 50.781  -262.1  50.781  -214.4
 50.977  -186.8  50.977  -129.0
 51.172  -133.1  51.172   -76.8
 51.367   -50.3  51.367     2.9
 51.562    -8.5  51.562    45.2
 51.758    69.1  51.758   121.1
 51.953   114.4  51.953   160.2
 52.148   194.1  52.148   245.1
 52.344   229.7  52.344   275.6
 52.539   294.4  52.539   329.7
 52.734   322.9  52.734   355.4
 52.930   380.6  52.930   399.9
 53.125   396.6  53.125   417.4
 53.320   432.9  53.320   445.5
 53.516   449.3  53.516   459.3
 53.711   473.8  53.711   475.9
 53.906   478.2  53.906   478.8
 54.102   484.9  54.102   477.4
 54.297   483.2  54.297   472.4
 54.492   471.3  54.492   452.6
 54.688   460.9  54.688   440.1
 54.883   431.4  54.883   400.0
 55.078   407.6  55.078   374.6
 55.273   356.2  55.273   313.9
 55.469   335.8  55.469   292.5
 55.664   268.1  55.664   214.3
 55.859   233.7  55.859   180.2
 56.055   144.9  56.055    91.3
 56.250   119.9  56.250    65.4
 56.445    38.6  56.445   -23.6
 56.641   -12.0  56.641   -70.8
 56.836   -99.7  56.836  -153.1
 57.031  -137.2  57.031  -185.1
 57.227  -219.1  57.227  -267.9
 57.422  -253.8  57.422  -293.9
 57.617  -325.5  57.617  -364.9
 57.812  -356.5  57.812  -386.9
 58.008  -401.0  58.008  -433.2
 58.203  -429.5  58.203  -450.5
 58.398  -477.2  58.398  -495.0
 58.594  -482.1  58.594  -496.2
 58.789  -499.9  58.789  -499.9
 58.984  -499.9  58.984  -499.9
 59.180  -499.9  59.180  -499.9
 59.375  -499.9  59.375  -498.5
 59.570  -498.0  59.570  -474.4
 59.766  -480.7  59.766  -452.5
 59.961  -435.9  59.961  -401.9
 60.156  -414.6  60.156  -381.0
 60.352  -361.7  60.352  -322.0
 60.547  -326.8  60.547  -279.5
 60.742  -245.2  60.742  -194.1
 60.938  -208.1  60.938  -154.3
 61.133  -126.9  61.133   -76.2
 61.328   -79.7  61.328   -30.6
 61.523    12.4  61.523    68.5
 61.719    51.1  61.719   100.4
 61.914   124.8  61.914   175.8
 62.109   172.5  62.109   212.4
 62.305   252.6  62.305   289.9
 62.500   275.9  62.500   312.9
 62.695   339.8  62.695   367.7
 62.891   365.8  62.891   391.3
 63.086   419.5  63.086   435.8
 63.281   433.0  63.281   447.2
 63.477   457.9  63.477   464.0
 63.672   471.1  63.672   473.9
 63.867   479.4  63.867   476.6
 64.062   484.1  64.062   477.9
 64.258   480.4  64.258   466.8
 64.453   473.6  64.453   457.1
 64.648   448.4  64.648   420.8
 64.844   438.0  64.844   409.6
 65.039   398.7  65.039   362.5
 65.234   368.9  65.234   329.0
 65.430   306.8  65.430   261.7
 65.625   281.1  65.625   230.5
 65.820   213.3  65.820   159.5
 66.016   175.4  66.016   118.0
 66.211    95.3  66.211    29.9
 66.406    54.8  66.406    -5.0
 66.602   -33.1  66.602   -91.7
 66.797   -81.6  66.797  -131.1
 66.992  -162.2  66.992  -212.2
 67.188  -193.8  67.188  -245.1
 67.383  -260.1  67.383  -309.3
 67.578  -308.9  67.578  -351.5
 67.773  -371.0  67.773  -403.6
 67.969  -394.7  67.969  -424.2
 68.164  -440.5  68.164  -466.4
 68.359  -465.3  68.359  -482.8
 68.555  -495.2  68.555  -499.9
 68.750  -499.9  68.750  -499.9
 68.945  -499.9  68.945  -499.9
 69.141  -499.9  69.141  -499.9
 69.336  -499.9  69.336  -492.0
 69.531  -499.9  69.531  -477.8
 69.727  -470.6  69.727  -444.7
 69.922  -446.2  69.922  -413.7
 70.117  -390.8  70.117  -351.4
 70.312  -363.0  70.312  -320.1
 70.508  -305.5  70.508  -250.2
 70.703  -251.2  70.703  -196.6
 70.898  -183.8  70.898  -123.3
 71.094  -141.4  71.094   -89.1
 71.289   -54.8  71.289    -0.3
 71.484   -14.0  71.484    40.8
 71.680    75.6  71.680   129.0
 71.875   104.7  71.875   154.5
 72.070   190.6  72.070   233.2
 72.266   229.2  72.266   269.8
 72.461   289.1  72.461   324.4
 72.656   317.1  72.656   351.5
 72.852   372.2  72.852   397.1
 73.047   398.5  73.047   418.9
 73.242   434.5  73.242   446.8
 73.438   450.9  73.438   461.4
 73.633   474.4  73.633   476.6
 73.828   480.9  73.828   480.4
 74.023   484.2  74.023   476.5
